,ADAM17.PIK3C,ADAM17.AKT,ADAM17.MTOR_1,ADAM17.BCL2_BCL2L1,ADAM17.FGFR,ADAM17.MAP2K_1,ADAM17.PIK3CB_PIK3CD,AKT.FGFR,AKT.ERBB,AKT.Cisplatin,AKT.ATR_4,AKT.HDAC_4,AKT.TNF,AKT.PIK3CA_4,AKT.PIK3C_2,AKT.AKT_1,AKT.ALK_IGFR,AKT.BCL2L1,AKT.Chloroquine,AKT.CSNK2A1_2,AKT.EGFR,AKT.PIP5K1,AKT.TNKS_PARP6,AKT_1.BCL2_2,AKT_1.BCL2L1,AKT_1.EGFR,AKT_1.ESR1_1,AKT_1.Chloroquine,AKT_1.EGFR_2,AKT_1.PIK3C,AKT_1.ALK_IGFR,AKT_1.BCL2_BCL2L1,AKT_1.ESR1,AKT_1.PIK3C_2,AKT_1.PIK3CB_PIK3CD,AKT_SGK.BCL2_BCL2L1,AKT_SGK.FGFR,AKT_SGK.MAP2K_1,AKT_SGK.PIK3C,ALK.EGFR_2,ALK.PIK3C,ALK.CSNK2A1_2,ALK.MTOR_1,ALK_2.MTOR_1,ALK_2.PIK3CB,ALK_2.TOP2,ALK_IGFR.MTOR_1,ALK_IGFR.PIK3CB_PIK3CD,ATM.Gemcitabine,ATR_4.BCL2_BCL2L1,ATR_4.HDAC_4,ATR_4.IAP,ATR_4.CarboTaxol,ATR_4.MAP2K_1,ATR_4.MTOR_1,BCL2.CarboTaxol,BCL2.Topotecan,BCL2.CSNK2A1_2,BCL2.IGFR_4,BCL2.Oxaliplatin,BCL2.MAP2K_1,BCL2_2.Vinorelbine,BCL2_2.EGFR_2,BCL2_BCL2L1.FGFR,BCL2_BCL2L1.Gemcitabine,BCL2_BCL2L1.IAP,BCL2_BCL2L1.MAP2K_1,BCL2_BCL2L1.PIM1,BCL2_BCL2L1.PIK3CA_4,BCL2_BCL2L1.EGFR,BCL2_BCL2L1.FASN,BCL2_BCL2L1.SLC16A4,BCL2_BCL2L1_BCL2L2.FGFR,BCL2L1.CarboTaxol,BCL2L1.Vinorelbine,BCL2L1.MTOR_1,BCL2L1.PIK3C,BCL2L1.IAP,BRAF_M.MAP2K_1,BRAF_M2.MAP2K_3,BRAF_M2.MAP2K_1,Carboplatin.CSNK2A1_2,CarboTaxol.CSNK2A1_2,CHEK1.IAP,Chloroquine.PIK3C,Chloroquine.FGFR,Cisplatin.FGFR,Cisplatin.HDAC_4,Cisplatin.PIK3C,Cisplatin.PARP1,CSNK2A1_2.Gemcitabine,CSNK2A1_2.SYK,CSNK2A1_2.PIK3CA_3,CSNK2A1_2.TNFSF10,Doxorubicin.TOP2,Doxorubicin.IAP,EG5.PIK3CB_PIK3CD,EG5.PARP1,EG5.PIM1,EGFR.FGFR,EGFR.MAP2K_1,ERBB.FGFR,ERBB.IAP,ERBB.MTOR_1,ERBB.Gemcitabine,ERBB.MAP2K_1,ERBB.PIK3CA_4,ESR1.FGFR,ESR1.MTOR_1,ESR1.MAP2K_1,ESR1_1.PIK3C,ESR1_1.MTOR_1,ESR1_3.MTOR_1,FASN.MAP2K_1,FASN.MTOR_1,FGFR.MTOR_1,FGFR.SLC16A4,FGFR.TNKS_PARP6,FGFR.Proteasome_2,FGFR.PIK3C_MTOR,FGFR.MTOR_3,FGFR.WNT,Gemcitabine.PARP1,HDAC_4.PARP1,HSP90.PARP1,HSP90.PIK3C,HSP90.MAP2K_1,IAP.PIK3CA_3,IAP.PIK3CB,IAP.PARP1,IAP.PIK3C,IAP.IGFR_3,IAP.SN38,IAP.TOP2_2,IAP.Topotecan,IAP.Vinorelbine,IAP.IGFR_4,IAP.Oxaliplatin,IAP.PTK2,IAP.JAK,IAP.TNF,IGFR_3.MAP2K_1,IGFR_3.TKI,IGFR_4.MAP2K_1,JAK.MTOR,MAP2K_1.PIM1,MAP2K_1.MTOR_1,MAP2K_1.PIK3C,MAP2K_1.SLC16A4,MAP2K_1.TKI,MAP2K_1.PIP5K1,MAP2K_1.PTK2,MAP2K_3.PIK3C,MTOR_1.PIK3C,MTOR_1.PIK3CA_4,MTOR_1.TNKS_PARP6,MTOR_1.SLC16A4,PARP1.PIK3C,PARP1.PIK3CB_PIK3CD,PIK3C.PIM1,PIK3C.PIP5K1,PIK3C.TNFSF10,PIK3C_2.PIK3CA_4,PIK3CB.Topotecan,PIK3CB_PIK3CD.PIP5K1,PIK3CB_PIK3CD.TNKS_PARP6,PIK3CB_PIK3CD.SLC16A4,PIK3CB_PIK3CD.PIK3CB_PIK3CD,PIM1.TOP2_2
BRAF_M2.MAP2K_1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578828761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.980196059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.577350269,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0.666666667,0.666666667,0.668945876,0.577350269,0.516397779,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carboplatin.CSNK2A1_2,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.316227766,0,0,0,0.5,0,0,0.5,0.353553391,0.5,0,0.5,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0.353553391,0.514495755,0.502570711,0.5,0.632455532,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0
CarboTaxol.CSNK2A1_2,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.316227766,0,0,0,0.5,0,0,0.5,0.353553391,0.5,0,0.5,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0.353553391,0.514495755,0.502570711,0.5,0.632455532,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0
CHEK1.IAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.801637668,0.8,0.730296743,0.8,0.676123404,0.730296743,0.8,0.8,0.8,0.730296743,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroquine.PIK3C,0.494845361,0,0,0,0,0,0.468968305,0,0,0,0,0,0,0.203069233,0.349010156,0,0,0,0.355371158,0,0,0,0,0,0,0,0,0.505154639,0,0.497416003,0,0,0,0.497416003,0.470571621,0,0,0,0.404735566,0,0.494845361,0,0,0,0.287183263,0,0,0.406138466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234484153,0,0,0,0,0,0,0,0.494845361,0,0,0,0,0,0,0,1,0.355371158,0,0,0.494845361,0,0,0,0.287183263,0,0,0,0.468968305,0,0,0,0,0,0,0,0,0,0.234484153,0,0,0,0.494845361,0,0,0,0,0,0,0,0,0.312004212,0,0,0,0,0,0.494845361,0,0.181630644,0.181630644,0,0.312004212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403347103,0,0,0,0,0.50934614,0.494845361,0.287183263,0,0,0.494845361,0.468968305,0.494845361,0.494845361,0.494845361,0.623852629,0.203069233,0.468968305,0.406138466,0.406138466,0.406138466,0
Chloroquine.FGFR,0,0,0,0,0.75,0,0,0.612372436,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.355371158,0,0,0,0,0,0,0,0,0.67219362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670820393,0,0,0,0,0,0,0,0,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0.355371158,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.670820393,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0.670820393,0.670820393,0.75,0.67219362,0.75,0.670820393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisplatin.FGFR,0,0,0,0,0.75,0,0,0.612372436,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67219362,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0.353553391,0,0,0.353553391,0.25,0,0,0.353553391,0,0,0,0.670820393,0.204124145,0,0,0,0,0,0,0,0.612372436,0.353553391,0,0,0,0,0,0,0,0.353553391,0.353553391,0,0,0.75,1,0.363803438,0.355371158,0.353553391,0.223606798,0,0,0,0,0,0,0,0,0.75,0,0.670820393,0,0,0.204124145,0,0,0.75,0,0,0,0,0,0,0,0.75,0.670820393,0.670820393,0.75,0.67219362,0.75,0.670820393,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
Cisplatin.HDAC_4,0,0,0,0,0,0,0,0,0,0.363803438,0,0.327968025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325395687,0,0.470588235,0,0.514495755,0,0,0.514495755,0.363803438,0,0,0.514495755,0,0,0,0,0.297044263,0,0,0,0,0,0,0,0,0.514495755,0,0,0,0,0,0,0,0.514495755,0.514495755,0,0,0,0.363803438,1,0.517140995,0.514495755,0.325395687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297044263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325395687,0.470588235,0,0,0,0,0,0,0,0,0,0,0.275009549,0,0,0.325395687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363803438,0,0,0,0,0
Cisplatin.PIK3C,0.494845361,0,0,0,0,0,0.468968305,0,0,0.355371158,0,0,0,0.203069233,0.349010156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497416003,0,0,0,0.497416003,0.470571621,0,0,0,0.404735566,0,0.494845361,0,0,0,0.287183263,0,0,0.406138466,0.317853626,0,0,0,0.502570711,0,0,0.502570711,0.355371158,0,0,0.502570711,0,0,0,0,0.290159335,0,0,0,0.234484153,0,0,0,0,0.502570711,0,0,0.494845361,0,0,0,0,0.502570711,0.502570711,0,0.494845361,0,0.355371158,0.517140995,1,0.502570711,0.317853626,0,0.287183263,0,0,0,0.468968305,0,0,0,0,0,0,0,0.290159335,0,0.234484153,0,0,0,0.494845361,0,0,0,0,0,0,0,0,0.312004212,0,0,0.317853626,0,0,0.494845361,0,0.181630644,0.181630644,0,0.312004212,0,0,0,0.268635345,0,0,0.317853626,0,0,0,0,0,0,0,0,0,0.403347103,0,0,0,0,0.50934614,0.494845361,0.287183263,0,0,0.494845361,0.468968305,0.494845361,0.494845361,0.494845361,0.623852629,0.558440391,0.468968305,0.406138466,0.406138466,0.406138466,0
Cisplatin.PARP1,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0.5,0,0,0.5,0.353553391,0,0,0.5,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.353553391,0.514495755,0.502570711,1,0.316227766,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632455532,0.514495755,0.5,0,0,0,0,0.316227766,0,0,0,0,0.267261242,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502570711,0.40824829,0,0,0,0,0.353553391,0,0,0,0,0
CSNK2A1_2.Gemcitabine,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0.8,0,0,0,0.316227766,0,0,0.316227766,0.223606798,0.316227766,0,0.316227766,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0.632455532,0.632455532,0,0,0,0.223606798,0.325395687,0.317853626,0.316227766,1,0.316227766,0.316227766,0.316227766,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0
CSNK2A1_2.SYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.316227766,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK2A1_2.PIK3CA_3,0.287183263,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0.202547873,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0.288675135,0,0,0,0,0.234888088,0,0.287183263,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0.287183263,0,0,0,0,0.5,0.5,0,0.287183263,0,0,0,0.287183263,0,0.316227766,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0.287183263,0,0,0,0,0,0,0,0,0.181071492,0,0,0,0,0,0.287183263,0,0.316227766,0,0,0.181071492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234082294,0,0,0,0,0.295598783,0.287183263,0.5,0,0,0.287183263,0,0.287183263,0.287183263,0.287183263,0.628828146,0,0,0,0,0,0
CSNK2A1_2.TNFSF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.316227766,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502570711,0,0,0,0,0,0,0
Doxorubicin.TOP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655956465,0,0,0,0,0,0,0,0,0,0,0.252477761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.460934634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386526054,0.31050659,0.190855248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252477761,0,0,0,0,0.490954027
Doxorubicin.IAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134916651,0,0,0,0,0,0.731541922,0,0,0,0,0.233682495,0,0,0,0,0,0,0,0,0.667803354,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0,0,0,0,0,0.731541922,0,0,0,0,0,0,0,0,0,0,0.460934634,1,0,0,0,0,0,0,0.667803354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731541922,0.731541922,0.731541922,0.733039451,0.731541922,0.858604312,0.836047911,0.79491313,0.667803354,0.731541922,0.731541922,0.731541922,0.667803354,0.731541922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233682495,0,0,0,0,0.165238477
EG5.PIK3CB_PIK3CD,0.468968305,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.330759292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0,0,0,0.471404521,0.668945876,0,0,0,0.383570641,0,0.468968305,0,0,0,0.40824829,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468968305,0,0,0,0,0,0,0,0.468968305,0,0,0,0.468968305,0,0,0,0,0,0,0,1,0.40824829,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0.468968305,0,0,0,0,0,0,0,0,0.295688508,0,0,0,0,0,0.468968305,0,0,0.25819889,0,0.295688508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382254786,0,0,0,0,0.482710792,0.468968305,0,0,0,0.468968305,0.666666667,0.468968305,0.468968305,0.468968305,0.373408022,0.288675135,0.666666667,0.577350269,0.577350269,0.577350269,0
EG5.PARP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.40824829,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0.514495755,0.5,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502570711,0.40824829,0,0,0,0,0,0,0,0,0,0
EG5.PIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502570711,0,0,0,0,0,0,0,0,0.5
EGFR.FGFR,0,0,0,0,0.75,0,0,0.612372436,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.355371158,0,0,0.355371158,0,0,0,0,0,0,0,0.67219362,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0.670820393,0,0,0,0,0,0.288675135,0,0,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0.288675135,0.894427191,0.204124145,0.288675135,0.204124145,0.25,0.288675135,0.75,0,0,0,0,0,0,0,0.75,0.670820393,0.670820393,0.75,0.67219362,0.75,0.670820393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFR.MAP2K_1,0,0,0,0,0,0.666666667,0,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0.410347267,0,0,0.410347267,0,0,0,0,0,0,0,0,0.578828761,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0.40824829,0,0,0,0.577350269,0,0,0.333333333,0,0,0,0,0,0,0,0,0.666666667,0.560112034,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,1,0.25819889,0.23570226,0.333333333,0.23570226,0.866025404,0.333333333,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.288675135,0.666666667,0,0.666666667,0.666666667,0.668945876,0.577350269,0.774596669,0.666666667,0.666666667,0.563162591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERBB.FGFR,0,0,0,0,0.670820393,0,0,0.547722558,0.4,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0.317853626,0,0,0.317853626,0,0,0,0,0,0,0,0.601228251,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0.6,0,0,0,0,0,0.25819889,0,0,0.547722558,0,0,0,0,0,0,0,0,0,0,0,0,0.670820393,0.670820393,0,0,0,0,0,0,0,0,0,0,0,0,0.894427191,0.25819889,1,0.365148372,0.516397779,0.365148372,0.447213595,0.516397779,0.670820393,0,0,0,0,0,0,0,0.670820393,0.6,0.6,0.670820393,0.601228251,0.670820393,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERBB.IAP,0,0,0,0,0,0,0,0,0.365148372,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0.290159335,0,0,0.290159335,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0.666666667,0,0,0,0.23570226,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.667803354,0,0,0,0.204124145,0.23570226,0.365148372,1,0.471404521,0.333333333,0.40824829,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0.730296743,0.730296743,0.731791723,0.730296743,0.666666667,0.730296743,0.6172134,0.666666667,0.730296743,0.730296743,0.730296743,0.666666667,0.730296743,0,0.204124145,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERBB.MTOR_1,0,0,0.40824829,0,0,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0.410347267,0,0,0.410347267,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0.40824829,0.40824829,0,0,0.333333333,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0.333333333,0.516397779,0.471404521,1,0.471404521,0.577350269,0.666666667,0,0.40824829,0,0,0.40824829,0.40824829,0,0.40824829,0.288675135,0,0,0,0.258727445,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0.333333333,0,0.333333333,0,0,0.25819889,0,0,0,0.410347267,0.40824829,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
ERBB.Gemcitabine,0,0,0,0,0,0,0,0,0.365148372,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0.290159335,0,0,0.290159335,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0.288675135,0,0,0.288675135,0.204124145,0,0,0.288675135,0,0,0.288675135,0,0.666666667,0,0,0,0,0.23570226,0,0,0,0.288675135,0,0,0,0,0,0,0,0.288675135,0.288675135,0,0,0,0.204124145,0.297044263,0.290159335,0.288675135,0.730296743,0,0,0,0,0,0,0,0,0.204124145,0.23570226,0.365148372,0.333333333,0.471404521,1,0.40824829,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0.15430335,0,0,0.182574186,0,0,0,0,0.204124145,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0
ERBB.MAP2K_1,0,0,0,0,0,0.577350269,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.355371158,0,0,0.355371158,0,0,0,0,0,0,0,0,0.501280412,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.577350269,0,0.353553391,0,0,0,0.5,0,0,0.288675135,0,0,0,0,0,0,0,0,0.577350269,0.48507125,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.866025404,0.447213595,0.40824829,0.577350269,0.40824829,1,0.577350269,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0.25,0.577350269,0,0.577350269,0.577350269,0.579324122,0.5,0.670820393,0.577350269,0.577350269,0.48771311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
